Ranking,Prob_Fraude_%,Nivel_Risco,Cliente,Merchant,Categoria,Valor_R$,Motivos_Suspeita,Score_Regras,Media_Cliente_R$,Valor_Relativo_x,Taxa_Fraude_Merchant_%,Data_Analise
121,99.99,🔴 CRÍTICO,C420340345,M348934600,es_transportation,451.13,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 9.9x acima da média,2,45.45,9.925288810256735,43.88,2026-01-09 17:51
122,99.99,🔴 CRÍTICO,C299734038,M151143676,es_barsandrestaurants,490.02,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 10.1x acima da média,2,48.67,10.068784998763762,43.88,2026-01-09 17:51
123,99.99,🔴 CRÍTICO,C344248234,M348934600,es_transportation,1035.05,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 14.7x acima da média,2,70.21,14.742411731510037,43.88,2026-01-09 17:51
124,99.99,🔴 CRÍTICO,C1258725927,M1823072687,es_transportation,780.51,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 11.1x acima da média,2,70.47,11.07608097772109,43.88,2026-01-09 17:51
125,99.99,🔴 CRÍTICO,C647089636,M348934600,es_transportation,856.02,Valor acima do padrão do cliente | Merchant com histórico de fraudes (66.7%) | Valor 14.2x acima da média,2,60.39,14.175489106289026,66.67,2026-01-09 17:51
126,99.99,🔴 CRÍTICO,C1754543106,M1823072687,es_transportation,402.9,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 6.9x acima da média,2,58.3,6.910213413768743,81.9,2026-01-09 17:51
127,99.99,🔴 CRÍTICO,C1095087737,M348934600,es_transportation,802.78,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 8.2x acima da média,2,98.17,8.17728060773662,43.88,2026-01-09 17:51
128,99.98,🔴 CRÍTICO,C47652503,M348934600,es_transportation,1024.87,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 15.1x acima da média,2,68.03,15.06579132972741,43.88,2026-01-09 17:51
129,99.98,🔴 CRÍTICO,C1885091211,M348934600,es_transportation,834.32,Merchant com histórico de fraudes (83.9%) | Valor 6.4x acima da média,1,129.94,6.420710729242964,83.9,2026-01-09 17:51
130,99.98,🔴 CRÍTICO,C1189752912,M348934600,es_transportation,360.84,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 8.9x acima da média,2,40.74,8.857563446578878,81.9,2026-01-09 17:51
131,99.98,🔴 CRÍTICO,C53497422,M1823072687,es_transportation,683.42,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 8.2x acima da média,2,83.41,8.193559663678444,43.88,2026-01-09 17:51
132,99.98,🔴 CRÍTICO,C1007790716,M348934600,es_transportation,878.9,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 15.8x acima da média,2,55.58,15.812849466720044,43.88,2026-01-09 17:51
133,99.98,🔴 CRÍTICO,C59433821,M1823072687,es_transportation,387.75,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.9%) | Valor 8.8x acima da média,2,44.12,8.787824311191777,83.9,2026-01-09 17:51
134,99.98,🔴 CRÍTICO,C223315547,M348934600,es_transportation,6620.36,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 30.5x acima da média,2,217.18,30.48336359111627,83.4,2026-01-09 17:51
135,99.98,🔴 CRÍTICO,C1821582093,M348934600,es_transportation,889.8,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 12.3x acima da média,2,72.63,12.251926458121245,43.88,2026-01-09 17:51
136,99.98,🔴 CRÍTICO,C1165454845,M85975013,es_food,1024.91,Merchant com histórico de fraudes (83.9%),0,471.55,2.173487830742558,83.9,2026-01-09 17:51
137,99.98,🔴 CRÍTICO,C295094185,M1198415165,es_wellnessandbeauty,612.11,Merchant com histórico de fraudes (80.0%),0,471.55,1.298078500625252,80.0,2026-01-09 17:51
138,99.98,🔴 CRÍTICO,C885081673,M1823072687,es_transportation,665.33,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 11.5x acima da média,2,57.66,11.539193264335891,43.88,2026-01-09 17:51
139,99.98,🔴 CRÍTICO,C1711218892,M1823072687,es_transportation,2977.61,Merchant com histórico de fraudes (83.4%) | Valor 5.2x acima da média,1,577.58,5.155291673658311,83.4,2026-01-09 17:51
140,99.98,🔴 CRÍTICO,C1741615821,M348934600,es_transportation,696.05,Valor acima do padrão do cliente | Merchant com histórico de fraudes (66.7%) | Valor 6.4x acima da média,2,108.17,6.4349272523176815,66.67,2026-01-09 17:51
141,99.98,🔴 CRÍTICO,C1631930247,M1823072687,es_transportation,325.59,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 10.4x acima da média,2,31.37,10.378583089277372,81.9,2026-01-09 17:51
142,99.98,🔴 CRÍTICO,C231044523,M1823072687,es_transportation,527.66,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 11.3x acima da média,2,46.66,11.309307779653539,43.88,2026-01-09 17:51
143,99.98,🔴 CRÍTICO,C1512444326,M348934600,es_transportation,541.61,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 11.6x acima da média,2,46.5,11.647918026322541,43.88,2026-01-09 17:51
144,99.98,🔴 CRÍTICO,C354971512,M1823072687,es_transportation,1446.87,Merchant com histórico de fraudes (83.4%),0,763.12,1.8959927640528453,83.4,2026-01-09 17:51
145,99.98,🔴 CRÍTICO,C1902378891,M151143676,es_barsandrestaurants,352.01,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 7.8x acima da média,2,45.17,7.792543991369175,81.9,2026-01-09 17:51
146,99.98,🔴 CRÍTICO,C484268062,M1823072687,es_transportation,487.61,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 10.1x acima da média,2,48.51,10.051305489704356,43.88,2026-01-09 17:51
147,99.98,🔴 CRÍTICO,C402758720,M348934600,es_transportation,483.6,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 10.6x acima da média,2,45.77,10.565423761307416,43.88,2026-01-09 17:51
148,99.98,🔴 CRÍTICO,C1483007108,M1823072687,es_transportation,490.09,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 9.8x acima da média,2,50.02,9.79754294056462,43.88,2026-01-09 17:51
149,99.98,🔴 CRÍTICO,C1264224372,M348934600,es_transportation,987.28,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 14.0x acima da média,2,70.62,13.979755479941502,43.88,2026-01-09 17:51
150,99.98,🔴 CRÍTICO,C236999052,M1823072687,es_transportation,1266.05,Merchant com histórico de fraudes (83.9%),1,302.7,4.1824984843575495,83.9,2026-01-09 17:51
151,99.98,🔴 CRÍTICO,C326815335,M348934600,es_transportation,662.81,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 9.1x acima da média,2,72.63,9.126432204660983,43.88,2026-01-09 17:51
152,99.98,🔴 CRÍTICO,C279066833,M348934600,es_transportation,903.19,Merchant com histórico de fraudes (81.9%),1,238.34,3.7895222502026122,81.9,2026-01-09 17:51
153,99.98,🔴 CRÍTICO,C1411169363,M1823072687,es_transportation,973.17,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 14.1x acima da média,2,68.89,14.126372928698792,43.88,2026-01-09 17:51
154,99.98,🔴 CRÍTICO,C1793075309,M348934600,es_transportation,533.9,Merchant com histórico de fraudes (81.9%),0,378.51,1.410517951795257,81.9,2026-01-09 17:51
155,99.98,🔴 CRÍTICO,C1988025089,M348934600,es_transportation,618.46,Merchant com histórico de fraudes (81.9%),0,378.51,1.6339182102777574,81.9,2026-01-09 17:51
156,99.98,🔴 CRÍTICO,C183270065,M348934600,es_transportation,623.88,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 11.9x acima da média,2,52.41,11.904781365214788,43.88,2026-01-09 17:51
157,99.98,🔴 CRÍTICO,C635603510,M348934600,es_transportation,476.46,Merchant com histórico de fraudes (83.9%),1,115.28,4.133141093641506,83.9,2026-01-09 17:51
158,99.98,🔴 CRÍTICO,C1777674460,M348934600,es_transportation,394.1,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 7.4x acima da média,2,53.61,7.351713176336088,81.9,2026-01-09 17:51
159,99.98,🔴 CRÍTICO,C861856179,M348934600,es_transportation,395.13,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.9%) | Valor 8.5x acima da média,2,46.57,8.484000150297135,83.9,2026-01-09 17:51
160,99.98,🔴 CRÍTICO,C44857022,M1823072687,es_transportation,546.19,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 10.7x acima da média,2,51.01,10.70722824913624,43.88,2026-01-09 17:51
161,99.98,🔴 CRÍTICO,C203802515,M1946091778,es_wellnessandbeauty,989.96,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 15.5x acima da média,2,64.03,15.461923882683656,43.88,2026-01-09 17:51
162,99.98,🔴 CRÍTICO,C1690988973,M348934600,es_transportation,1530.11,Merchant com histórico de fraudes (83.4%),0,747.17,2.047873975068761,83.4,2026-01-09 17:51
163,99.98,🔴 CRÍTICO,C104392148,M348934600,es_transportation,458.46,Merchant com histórico de fraudes (81.9%),1,112.01,4.092932365707676,81.9,2026-01-09 17:51
164,99.98,🔴 CRÍTICO,C638223659,M85975013,es_food,397.79,Múltiplas transações no mesmo período | Merchant com histórico de fraudes (93.0%),1,263.64,1.5088420427550082,92.97,2026-01-09 17:51
165,99.98,🔴 CRÍTICO,C1693925346,M348934600,es_transportation,1004.06,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 17.0x acima da média,2,58.9,17.04631614789315,43.88,2026-01-09 17:51
166,99.98,🔴 CRÍTICO,C1415168453,M1823072687,es_transportation,415.42,Merchant com histórico de fraudes (95.7%),0,577.58,0.7192383378182958,95.71,2026-01-09 17:51
167,99.98,🔴 CRÍTICO,C2134043204,M1823072687,es_transportation,468.21,Merchant com histórico de fraudes (64.6%),1,104.34,4.487300137128604,64.57,2026-01-09 17:51
168,99.98,🔴 CRÍTICO,C1733778992,M348934600,es_transportation,430.25,Valor acima do padrão do cliente | Merchant com histórico de fraudes (95.7%) | Valor 9.6x acima da média,2,44.79,9.605819464787034,95.71,2026-01-09 17:51
169,99.98,🔴 CRÍTICO,C194859196,M1823072687,es_transportation,699.23,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 13.8x acima da média,2,50.53,13.838166758627192,43.88,2026-01-09 17:51
170,99.98,🔴 CRÍTICO,C662396672,M348934600,es_transportation,970.79,Merchant com histórico de fraudes (66.7%),1,234.75,4.1354278329895635,66.67,2026-01-09 17:51
171,99.98,🔴 CRÍTICO,C229665572,M348934600,es_transportation,312.54,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 7.8x acima da média,2,40.01,7.812465801861639,81.9,2026-01-09 17:51
172,99.98,🔴 CRÍTICO,C1276892406,M348934600,es_transportation,702.46,Merchant com histórico de fraudes (83.9%),0,577.58,1.2162056780700017,83.9,2026-01-09 17:51
173,99.98,🔴 CRÍTICO,C220904895,M1823072687,es_transportation,567.12,Merchant com histórico de fraudes (80.0%),0,302.7,1.8735267489031664,80.0,2026-01-09 17:51
174,99.98,🔴 CRÍTICO,C2001133685,M348934600,es_transportation,451.56,Merchant com histórico de fraudes (83.9%),0,302.7,1.4917649505126143,83.9,2026-01-09 17:51
175,99.98,🔴 CRÍTICO,C983659750,M348934600,es_transportation,4247.32,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 27.4x acima da média,2,155.11,27.381804012712823,83.4,2026-01-09 17:51
176,99.98,🔴 CRÍTICO,C896887653,M348934600,es_transportation,329.69,Merchant com histórico de fraudes (81.9%) | Valor 5.7x acima da média,1,58.26,5.658677679093987,81.9,2026-01-09 17:51
177,99.98,🔴 CRÍTICO,C96407618,M348934600,es_transportation,544.78,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 9.7x acima da média,2,56.02,9.724069059590876,43.88,2026-01-09 17:51
178,99.98,🔴 CRÍTICO,C1734487337,M1823072687,es_transportation,383.24,Merchant com histórico de fraudes (81.9%),0,263.64,1.4536529939551757,81.9,2026-01-09 17:51
179,99.98,🔴 CRÍTICO,C1812935919,M1823072687,es_transportation,336.22,Merchant com histórico de fraudes (95.7%),0,263.64,1.2753032293800468,95.71,2026-01-09 17:51
180,99.98,🔴 CRÍTICO,C1532733169,M348934600,es_transportation,875.47,Merchant com histórico de fraudes (66.7%),0,320.29,2.7333840444640813,66.67,2026-01-09 17:51
181,99.98,🔴 CRÍTICO,C354098761,M348934600,es_transportation,440.36,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 9.4x acima da média,2,47.05,9.359031720648078,43.88,2026-01-09 17:51
182,99.98,🔴 CRÍTICO,C478715873,M85975013,es_food,530.96,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 9.1x acima da média,2,58.52,9.072772440659044,43.88,2026-01-09 17:51
183,99.98,🔴 CRÍTICO,C2018553540,M348934600,es_transportation,814.03,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 11.4x acima da média,2,71.45,11.392674863790916,43.88,2026-01-09 17:51
184,99.98,🔴 CRÍTICO,C186516178,M1823072687,es_transportation,317.17,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 8.5x acima da média,2,37.16,8.53448716832486,81.9,2026-01-09 17:51
185,99.98,🔴 CRÍTICO,C1611113200,M348934600,es_transportation,620.22,Merchant com histórico de fraudes (81.9%),0,294.64,2.105001557848149,81.9,2026-01-09 17:51
186,99.98,🔴 CRÍTICO,C140234280,M348934600,es_transportation,608.72,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 11.1x acima da média,2,54.75,11.118453418801199,43.88,2026-01-09 17:51
187,99.98,🔴 CRÍTICO,C535324444,M348934600,es_transportation,624.66,Merchant com histórico de fraudes (81.9%) | Valor 6.4x acima da média,1,98.17,6.362914004370757,81.9,2026-01-09 17:51
188,99.98,🔴 CRÍTICO,C475340225,M1823072687,es_transportation,764.43,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 14.8x acima da média,2,51.61,14.810923531310427,43.88,2026-01-09 17:51
189,99.98,🔴 CRÍTICO,C1559091388,M348934600,es_transportation,366.3,Valor acima do padrão do cliente | Merchant com histórico de fraudes (95.7%) | Valor 9.0x acima da média,2,40.52,9.040250464933392,95.71,2026-01-09 17:51
190,99.98,🔴 CRÍTICO,C919751066,M1823072687,es_transportation,485.23,Merchant com histórico de fraudes (81.9%),0,302.7,1.6029965163815125,81.9,2026-01-09 17:51
191,99.98,🔴 CRÍTICO,C99594781,M1823072687,es_transportation,735.75,Múltiplas transações no mesmo período | Merchant com histórico de fraudes (66.7%),1,515.7,1.4267135964240443,66.67,2026-01-09 17:51
192,99.98,🔴 CRÍTICO,C1385406679,M348934600,es_transportation,478.82,Valor acima do padrão do cliente | Merchant com histórico de fraudes (66.7%) | Valor 9.4x acima da média,2,51.21,9.350403396357546,66.67,2026-01-09 17:51
193,99.98,🔴 CRÍTICO,C232369406,M1823072687,es_transportation,256.99,Merchant com histórico de fraudes (93.0%),0,422.55,0.6081900719667298,92.97,2026-01-09 17:51
194,99.98,🔴 CRÍTICO,C1040303644,M85975013,es_food,567.87,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 13.4x acima da média,2,42.28,13.430325741903877,43.88,2026-01-09 17:51
195,99.98,🔴 CRÍTICO,C858160484,M1741626453,es_sportsandtoys,469.66,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 10.1x acima da média,2,46.73,10.05080993471211,43.88,2026-01-09 17:51
196,99.98,🔴 CRÍTICO,C59149030,M348934600,es_transportation,474.48,Valor acima do padrão do cliente | Merchant com histórico de fraudes (95.7%) | Valor 9.5x acima da média,2,50.07,9.476711482849096,95.71,2026-01-09 17:51
197,99.98,🔴 CRÍTICO,C2092526272,M348934600,es_transportation,328.73,Merchant com histórico de fraudes (95.7%),0,471.55,0.6971252642671074,95.71,2026-01-09 17:51
198,99.98,🔴 CRÍTICO,C821630606,M1823072687,es_transportation,475.46,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 9.1x acima da média,2,51.97,9.149433020426335,43.88,2026-01-09 17:51
199,99.98,🔴 CRÍTICO,C1025104996,M1823072687,es_transportation,607.96,Merchant com histórico de fraudes (81.9%),0,471.55,1.289277752757067,81.9,2026-01-09 17:51
200,99.98,🔴 CRÍTICO,C864725258,M348934600,es_transportation,358.82,Valor acima do padrão do cliente | Merchant com histórico de fraudes (93.0%) | Valor 8.4x acima da média,2,42.47,8.449372325069493,92.97,2026-01-09 17:51
201,99.98,🔴 CRÍTICO,C1299368401,M1823072687,es_transportation,702.77,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 14.0x acima da média,2,50.28,13.97617477546359,43.88,2026-01-09 17:51
202,99.98,🔴 CRÍTICO,C1945520078,M348934600,es_transportation,709.15,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 13.7x acima da média,2,51.81,13.686924742805598,43.88,2026-01-09 17:51
203,99.97,🔴 CRÍTICO,C563130428,M348934600,es_transportation,351.1,Merchant com histórico de fraudes (64.6%),1,71.0,4.944871364101849,64.57,2026-01-09 17:51
204,99.97,🔴 CRÍTICO,C1489294793,M1823072687,es_transportation,660.17,Valor acima do padrão do cliente | Merchant com histórico de fraudes (22.8%) | Valor 12.7x acima da média,2,51.95,12.70750218074843,22.77,2026-01-09 17:51
205,99.97,🔴 CRÍTICO,C1530157952,M348934600,es_transportation,4895.72,Score de risco elevado (3) | Múltiplas transações no mesmo período | Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 8.5x acima da média,3,577.58,8.476215673833197,83.4,2026-01-09 17:51
